movieId,imgLink,summary,
128975,"https://m.media-amazon.com/images/M/MV5BMTU3NzQzMzE0NV5BMl5BanBnXkFtZTgwMDM4MTI0NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When Lou gets killed, Nick and Jacob fire up the hot tub time machine to get back to the past, but they inadvertently land in the future with Adam Jr. Now they have to alter the future in ...
                    See full summary��",
,,,
128991,"https://m.media-amazon.com/images/M/MV5BNDg2YjYxYTEtYTZhYS00MzMyLWI4NDctMTUwMzgwMzUwYmI5XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR1,0,182,268_AL__QL50.jpg","In the year 2150, Johnny, a lazy Space Delivery Man, must deliver a package on a planet he does not fully understand.",
,,,
129011,"https://m.media-amazon.com/images/M/MV5BMTQzMTc2MjU2MF5BMl5BanBnXkFtZTcwNjc4MjcyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Eddie Izzard's routine has a loose trajectory from the beginning of the Old Testament and the creation of the world in seven days to Revelations; God, in the voice of James Mason, makes ...
                    See full summary��",
,,,
129229,"https://m.media-amazon.com/images/M/MV5BNTI0ZjljMzMtNDFlZi00YTM1LTgxY2EtN2Q1ZjNiZTNkMzQ3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,
,,,
129250,"https://m.media-amazon.com/images/M/MV5BNjM3MjQxNjkxM15BMl5BanBnXkFtZTgwMDIyMTA0NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who ...
                    See full summary��",
,,,
129313,"https://m.media-amazon.com/images/M/MV5BMTcyNDc2Nzg4MV5BMl5BanBnXkFtZTgwNTkwOTMxNTE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","A wanna-be director is given 48 hours by a producer to find the best groan of pain, worthy of an Oscar, as the only condition to back his film.",
,,,
129333,"https://m.media-amazon.com/images/M/MV5BMTk1MTUzNDU3MF5BMl5BanBnXkFtZTgwNzAxMDI2MTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A neo-noir revenge thriller centering on Julia Shames, who after suffering a brutal trauma, falls prey to an unorthodox form of therapy to restore herself.",
,,,
129354,"https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",
,,,
129397,"https://m.media-amazon.com/images/M/MV5BMTM2MzY1ODcyN15BMl5BanBnXkFtZTcwNTE3OTIxOA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",SHIELD agent Sitwell is assigned to recover an abandoned Chitauri weapon being used by a young couple robbing a bank,
,,,
129428,"https://m.media-amazon.com/images/M/MV5BMTU3MjkxNjc0OV5BMl5BanBnXkFtZTgwMjc0NDg0NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,
,,,
129657,"https://m.media-amazon.com/images/M/MV5BNzc2NDQ2MDU5N15BMl5BanBnXkFtZTgwMDc2MjE3MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Wanted by the Chinese mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",
,,,
129659,"https://m.media-amazon.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Jim White moves his family after losing his last job as a football coach. He sees that some of the students are worth starting a cross-country team and turns seven students with no hope into one of the best cross-country teams.,
,,,
129737,"https://m.media-amazon.com/images/M/MV5BNGMwYjc3ZWEtNjMxNS00MzdkLWEwYWQtYWRkMDUwZWRhMjE5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable, and unimaginable.",
,,,
129779,"https://m.media-amazon.com/images/M/MV5BMDdjMWMwMTEtNDE4OS00ZGNkLWEyZTYtMzllMzFkMWMwYjcxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","In this prequel set one year after the fourth World War, cyborg and hacker extraordinaire Motoko Kusanagi from the military's 501st Secret Unit finds herself wrapped up in the investigation of a devastating bombing.",
,,,
129937,"https://m.media-amazon.com/images/M/MV5BMTU2ODI3ODEyOV5BMl5BanBnXkFtZTgwMTM3NTQzNDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",
,,,
130050,"https://m.media-amazon.com/images/M/MV5BMjM3NDc3Mjc1Ml5BMl5BanBnXkFtZTgwMjM4MjA5MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A documentary exploring genre based monster art takes an odd turn when the filmmakers are contacted by a man who claims he can prove that monsters are indeed real.,
,,,
130052,"https://m.media-amazon.com/images/M/MV5BYWNkYmIwY2QtNzljOC00Mzg0LTk1MjQtMGVmZTY4YmM1NzA0XkEyXkFqcGdeQXVyNzg3NjQyOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A loving father finds a clown suit for his son's birthday party, only to realize that it's cursed.",
,,,
130073,"https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",
,,,
130083,"https://m.media-amazon.com/images/M/MV5BMTYyOTQwODc4NV5BMl5BanBnXkFtZTgwMDgwMzkxNDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The inside story of the planning, execution, rousing aftermath, and ultimate downfall of the kidnappers of beer tycoon Alfred ""Freddy"" Heineken (Sir Anthony Hopkins), which resulted in the largest ransom ever paid for an individual.",
,,,
130087,"https://m.media-amazon.com/images/M/MV5BMTgzMjQ2OTQ0NV5BMl5BanBnXkFtZTgwMTc2MTI2NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.",
,,,
130444,"https://m.media-amazon.com/images/M/MV5BMjE5NjM0MDQwN15BMl5BanBnXkFtZTcwMjY3NzQxOQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","On her 16th birthday, Gwendolyn Shepherd finds out that instead of her cousin, she has inherited a rare gene that allows her to travel through time.",
,,,
130450,"https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.",
,,,
130452,"https://m.media-amazon.com/images/M/MV5BMTc4MDEzMTA5MF5BMl5BanBnXkFtZTgwODA5MTM0NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,
,,,
130482,"https://m.media-amazon.com/images/M/MV5BMmI4MjhlNjQtZTg2Yi00MGI4LWE4MDEtMjJkMDFhZmRlMzRjXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Through a fluke circumstance a ruthless woman stumbles across a suitcase filled with $60,000, and she is determined to hold onto it even if it means murder.",
,,,
130490,"https://m.media-amazon.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,
,,,
130498,"https://m.media-amazon.com/images/M/MV5BMTgwNDgyNDg3N15BMl5BanBnXkFtZTcwNzI3MzQyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The sentimental and comedic adventures of Eddie, a non-Jew trying to pass as Jewish though totally ignorant of Jewish traditions, as he works in a Jewish community.",
,,,
130518,"https://m.media-amazon.com/images/M/MV5BOTI3MTczMDA0M15BMl5BanBnXkFtZTcwNDg5OTA0MQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",A Civil War-era secret agent with an extraordinary special power serves under president Abraham Lincoln.,
,,,
130520,"https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",
,,,
130576,"https://m.media-amazon.com/images/M/MV5BMTUwNDcyNzkyOV5BMl5BanBnXkFtZTgwNzI1NzkyNzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",
,,,
130578,"https://m.media-amazon.com/images/M/MV5BMjE2MzE5ODY5MF5BMl5BanBnXkFtZTgwNTI0NjM1NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",
,,,
130634,"https://m.media-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,
,,,
130686,"https://m.media-amazon.com/images/M/MV5BMjI4Nzk2NzAzOV5BMl5BanBnXkFtZTgwNjI1NzY4NjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",
,,,
130840,"https://m.media-amazon.com/images/M/MV5BMjMwNzM2OTk3OF5BMl5BanBnXkFtZTgwNjExOTU0NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",
,,,
130842,"https://m.media-amazon.com/images/M/MV5BMDc3NDE1NWMtMzU1My00YzUyLThiZGYtNzg0MzRmZTk3ZDFmXkEyXkFqcGdeQXVyMzYzNzc1NjY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A dark and gritty re-imagining of the classic franchise.,
,,,
130970,"https://m.media-amazon.com/images/M/MV5BN2MwYWI0ZWItZjY1Ni00ZDQ0LWI2MjMtM2Y2ZTk0NjI0NzcyXkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_UX182_CR0,0,182,268_AL__QL50.jpg",George Carlin continues making people laugh with his 13th HBO stand-up special.,
,,,
130976,"https://m.media-amazon.com/images/M/MV5BYzZmODE0ZTgtODAxMy00MzQ3LWEzNDktMDQzNTlkMmM5OTk2XkEyXkFqcGdeQXVyMzQzNDc4NTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Biopic of Russian ice hockey legend Valeri Kharlamov from early childhood, rising to the pinnacle of the sport and his untimely death.",
,,,
130978,"https://m.media-amazon.com/images/M/MV5BYjI4MDU0YzItZTg3Zi00YTQzLWE4ZGMtMzhkYTMxNTQ1YTMxXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Injured on the job Vasily Kuzyakin gets a ticket to the resort. There he meets femme fatale Raisa Zakharovna, and once under the charm, moves to live with her. Unfortunately, a new life is not all that sweet as dreamed hapless Vasily.",
,,,
131013,"https://m.media-amazon.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",
,,,
131023,"https://m.media-amazon.com/images/M/MV5BNTY0ODM0OTQ2M15BMl5BanBnXkFtZTgwNjE3MTE1NTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Damon Gameau embarks on an experiment to document the effects of a high sugar diet on a healthy body.,
,,,
131098,"https://m.media-amazon.com/images/M/MV5BMTYzNDM4NzIwN15BMl5BanBnXkFtZTcwMTQ0MTA3OQ@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg","A lowly stable elf finds that he is the only one who can stop an invasion of the North Pole by using the secret of Santa's Sleigh, a TimeGlobe, to travel back in time to Save Santa - twice.",
,,,
131104,"https://m.media-amazon.com/images/M/MV5BYzRhNDFmYTYtODBkMC00ZWM4LThjMjktZmM3NjE1YzYxZGIyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_UY268_CR6,0,182,268_AL__QL50.jpg","When NATO transfers some of its funds from Paris to Brussels by train, a criminal mastermind posing as a British colonel plans to steal it but two petty French thieves also have the same intent.",
,,,
131130,"https://m.media-amazon.com/images/M/MV5BMTQxNjM3NjM2OV5BMl5BanBnXkFtZTgwMjYxMjA2MDE@._V1_UY268_CR8,0,182,268_AL__QL50.jpg","Tom and his army of stray cats take over Jerry's magical kingdom of living toys. Chased by Tom and his cronies, Jerry must find the Toymaker and get help to win his kingdom back before sunrise when the window of opportunity closes.",
,,,
131237,"https://m.media-amazon.com/images/M/MV5BODYxMjk5YTctNGNkZC00NTY3LWIxNDAtOTExYTE3ZDA4Mjk0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR9,0,182,268_AL__QL50.jpg","Four long-time friends take a two day road trip from Moscow to Odessa to attend a friend's party. While traveling, they discuss with one another the negatives about being married men.",
,,,
131439,"https://m.media-amazon.com/images/M/MV5BMTQ0ODcxMjc1Ml5BMl5BanBnXkFtZTgwNDI4OTg1NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.",
,,,
131480,"https://m.media-amazon.com/images/M/MV5BMjE5Mjg1NTE3MF5BMl5BanBnXkFtZTgwMjg4Nzc1MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When a new detective is caught by a vicious psychopath and locked in a basement, he must use the knowledge he learned from some of the best detectives at Poker Night, then match wits against his captor.",
,,,
131578,"https://m.media-amazon.com/images/M/MV5BMTY4NDM4MDYxNV5BMl5BanBnXkFtZTcwODM2NTYxMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","""Reckless Kelly is the Australian Robin Hood"". Kelly is a bank robber, a pop-culture hero and video shop owner. This modern story tells how he is furious when a Japanese company wants to ...
                    See full summary��",
,,,
131610,"https://m.media-amazon.com/images/M/MV5BOTBhN2I5MTUtMmFmOC00ODMyLWEyNTctM2U0MmNhNTQyOTQxXkEyXkFqcGdeQXVyNjU2OTg2MjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Milly is annoyed whenever her mom tells her to behave more appropriate for a girl. She's just not interested in fancy dresses or prom dances. Some day her best friend's little brother ...
                    See full summary��",
,,,
131656,"https://m.media-amazon.com/images/M/MV5BOTc1ODY5MTQ1Nl5BMl5BanBnXkFtZTgwMDM5ODI1NjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",
,,,
131714,"https://m.media-amazon.com/images/M/MV5BMTk4MDM3MTc4OF5BMl5BanBnXkFtZTgwMTUxNDM3NDE@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.,
,,,
131724,"https://m.media-amazon.com/images/M/MV5BMjI0OTc3MzY5Ml5BMl5BanBnXkFtZTgwNjk3MDUyNDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",
,,,
131739,"https://m.media-amazon.com/images/M/MV5BMjI0ODY2MDE5Nl5BMl5BanBnXkFtZTgwMTk0NTcyNTE@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","While Damian Wayne struggles to cope with Batman's no-killing rule, he soon starts to believe that his destiny lies within a secret society known as, The Court of Owls.",
,,,
131749,"https://m.media-amazon.com/images/M/MV5BOTg3ZWUyYzUtOGEyNS00NTNiLTllZjEtNjlkMjAzZDAxOWM1XkEyXkFqcGdeQXVyMTc3MDUzMDY@._V1_UY268_CR7,0,182,268_AL__QL50.jpg","Sebastian has one ambition in life: to do nothing. His horizon is his couch. His life he does not want to live but contemplate. But today, if you do nothing - You are nothing. So driven by ...
                    See full summary��",
,,,
131796,"https://m.media-amazon.com/images/M/MV5BMTExMTUxNDQ5MjdeQTJeQWpwZ15BbWU4MDk4NTgxMzQx._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",
,,,
131826,"https://m.media-amazon.com/images/M/MV5BNDE4ODU1NjY0OF5BMl5BanBnXkFtZTgwNTY1NzA0NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Iliza Shlesinger performs stand up comedy.,
,,,
131920,"https://m.media-amazon.com/images/M/MV5BMTU3NDgwNDUzMl5BMl5BanBnXkFtZTgwMjQ0NDA5NDE@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",A young man with Tourette's Syndrome embarks on a road trip with his recently-deceased mother's ashes.,
,,,
131934,"https://m.media-amazon.com/images/M/MV5BMmE0ZGU2OWYtYmM4My00MzUzLWFhYmItYzk0ZTcyZjM2Mzg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Two brothers who have just graduated from college inherit a bikini store from their aunt.,
,,,
132046,"https://m.media-amazon.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",
,,,
132084,"https://m.media-amazon.com/images/M/MV5BODA2YzNjOGYtNTBhZS00NTRiLTlmZDctMDQ0ZTFkOTYyYWY5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After becoming engaged to Emily, Gabe finds himself watching a graceful pair of dancers in a dance studio window. Hoping to learn to dance for his upcoming wedding, Gabe enters the studio ...
                    See full summary��",
,,,
132153,"https://m.media-amazon.com/images/M/MV5BMTQ1MDA5NjUxN15BMl5BanBnXkFtZTgwNjAwMDg5MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Paranoia forces small-time scam artist Marty to flee his hometown and hide out in a dangerous Detroit. With nothing but a pocket full of bogus checks, his Power Glove, and a bad temper, the horror metal slacker lashes out.",
,,,
132157,"https://m.media-amazon.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers.",
